This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,stnid
"327381AC","TALLULAH #1",-83.3344,34.9058,831,"RAWS","327381AC"
"327392DA","TROY",-115.9167,48.4667,594,"RAWS","327392DA"
"3273A740","YAAK (UPPER",-115.6567,48.9167,914,"RAWS","3273A740"
"3273D1D0","LINES CREEK",-116.2278,47.1083,1561,"RAWS","3273D1D0"
"327416FA","PRIEST LAKE",-116.9636,48.5750,792,"RAWS","327416FA"
"32742360","TEPEE PT",-113.7383,45.9347,2021,"RAWS","32742360"
"32744686","GUM SPRINGS",-92.7672,31.9000,91,"RAWS","32744686"
"327455F0","FORESTHILL 2",-120.7317,39.0914,1327,"RAWS","327455F0"
"3274606A","SADDLEBACK",-120.8653,39.6375,2033,"RAWS","3274606A"
"3274731C","DUNCAN",-120.5089,39.1439,2164,"RAWS","3274731C"
"32748398","UNDERWOOD",-123.4953,40.7219,792,"RAWS","32748398"
"3275C268","BIG PINE FLA",-117.0131,34.3194,2091,"RAWS","3275C268"
"3275D11E","CRANSTON",-116.8414,33.7403,594,"RAWS","3275D11E"
"3275E484","LYTLE CREEK",-117.4803,34.2339,851,"RAWS","3275E484"
"32760078","SWEEZY",-73.0333,43.3333,204,"RAWS","32760078"
"3276130E","BEAVERHEAD",-108.1000,33.4183,2042,"RAWS","3276130E"
"32765004","SHOAL CREEK",-85.6344,33.6472,277,"RAWS","32765004"
"3276659E","MANNING CORR",-108.4786,47.7028,939,"RAWS","3276659E"
"327676E8","BLUFF CREEK",-106.9400,48.8697,777,"RAWS","327676E8"
"3276866C","KING COULEE",-107.0400,47.7900,841,"RAWS","3276866C"
"3276951A","DRY BLOOD CR",-108.3575,47.2442,914,"RAWS","3276951A"
"3276C566","CANNONBALL C",-104.0697,46.4797,893,"RAWS","3276C566"
"3276E38A","DODGE CREEK",-105.5197,41.9597,2164,"RAWS","3276E38A"
"32778496","PINE RIDGE",-108.3897,39.2297,2012,"RAWS","32778496"
"327797E0","KETTLEMAN HI",-120.0500,36.0297,247,"RAWS","327797E0"
"3277C79C","BIRD SPRINGS",-118.1403,35.5358,2276,"RAWS","3277C79C"
"3277F206","RICE VALLEY",-114.6997,34.0600,250,"RAWS","3277F206"
"32780410","JUNIPER CREE",-120.4725,41.3322,1333,"RAWS","32780410"
"32781766","LYONS VALLEY",-123.0697,39.1197,975,"RAWS","32781766"
"3278318A","ECHETA",-105.8397,44.4700,1317,"RAWS","3278318A"
"3278471A","COW CREEK",-107.5697,41.2700,2205,"RAWS","3278471A"
"3278546C","CAMP CREEK",-107.5500,42.3400,2249,"RAWS","3278546C"
"327861F6","MUDDY CREEK",-110.5400,41.4000,2124,"RAWS","327861F6"
"32787280","ANDERSON RID",-108.9497,42.4397,2475,"RAWS","32787280"
"32789172","SNOW SPRINGS",-109.0400,41.4197,2301,"RAWS","32789172"
"3278A4E8","RATTLESNAKE",-110.9903,44.9275,2073,"RAWS","3278A4E8"
"3278B79E","SPLIT ROCK C",-107.4000,43.5600,1829,"RAWS","3278B79E"
"3279B564","LITTLE MCCOY",-118.5100,42.7081,1548,"RAWS","3279B564"
"327A01E4","PINEY HILL",-109.1675,35.7611,2469,"RAWS","327A01E4"
"327BE0EC","KINGS POINT",-109.0997,40.8497,1728,"RAWS","327BE0EC"
"327C34B0","SAN CARLOS #",-114.4567,33.3717,863,"RAWS","327C34B0"
"327C4220","NIXON FLATS",-113.1522,36.3900,1981,"RAWS","327C4220"
"327CA1D2","EIGHT MILE D",-104.3197,33.6500,1127,"RAWS","327CA1D2"
"327D40DA","BLACK HILLS",-109.9497,33.0900,1006,"RAWS","327D40DA"
"327D7540","SMITH PEAK",-113.3472,34.1147,762,"RAWS","327D7540"
"327D85C4","SALT CREEK-P",-120.6694,44.0467,1259,"RAWS","327D85C4"
"327E82CA","OPNPND",-86.5486,31.0944,84,"RAWS","327E82CA"
"327E91BC","FORT HUNTER",-121.2417,36.0117,335,"RAWS","327E91BC"
"327EF45A","TEMESCAL (LP",-118.7556,34.4806,347,"RAWS","327EF45A"
"327F0624","OZENA",-119.3539,34.6819,1178,"RAWS","327F0624"
"327F1552","FIGUEROA",-120.0067,34.7344,975,"RAWS","327F1552"
"327F20C8","BIG SUR",-121.7850,36.2356,137,"RAWS","327F20C8"
"327F70B4","BLACK MTN #2",-118.2444,45.5950,1603,"RAWS","327F70B4"
"327F9346","CORONA",-117.5492,33.8744,195,"RAWS","327F9346"
"327FA6DC","CENTRAL",-81.6294,29.1061,19,"RAWS","327FA6DC"
"327FB5AA","HOPKINS",-110.8800,31.6753,2170,"RAWS","327FB5AA"
"32806744","CHESTER",-121.2353,40.2844,1379,"RAWS","32806744"
"3280A25A","HURRICANE",-123.4986,47.9706,1604,"RAWS","3280A25A"
"3281B3D6","HOFMANN FORE",-77.3219,34.8250,13,"RAWS","3281B3D6"
"3281D630","WISE",-82.5597,36.9681,771,"RAWS","3281D630"
"32828142","BAKER PARK",-103.4250,43.9792,1425,"RAWS","32828142"
"32829234","LEIGH CREEK",-107.2239,44.1067,2500,"RAWS","32829234"
"3282B4D8","DIXON SPRING",-88.6672,37.4367,165,"RAWS","3282B4D8"
"3282D13E","BEAN RIDGE",-89.3786,37.2486,213,"RAWS","3282D13E"
"3282E4A4","LITTLE ROCK",-114.2625,46.0378,1679,"RAWS","3282E4A4"
"3282F7D2","SAGUARO",-110.8133,32.3167,945,"RAWS","3282F7D2"
"328305AC","TUSAYAN",-112.1200,35.9900,2041,"RAWS","328305AC"
"328316DA","WAUSAU",-88.8889,31.5242,95,"RAWS","328316DA"
"32833036","CANEY",-93.0667,32.8042,70,"RAWS","32833036"
"328383B8","TRUCHAS",-105.7694,36.0589,2542,"RAWS","328383B8"
"328390CE","JEMEZ",-106.6189,35.8411,2438,"RAWS","328390CE"
"3283B622","GRANTS",-107.6700,35.2417,2575,"RAWS","3283B622"
"3283C0B2","MAYHILL",-105.5000,32.9833,1999,"RAWS","3283C0B2"
"3283F528","DATIL",-107.7664,34.2897,2530,"RAWS","3283F528"
"32840798","LAKESIDE",-109.9800,34.1600,2134,"RAWS","32840798"
"3284818C","LAONA",-88.6800,45.5556,482,"RAWS","3284818C"
"328492FA","TRIANGLE MTN",-83.4083,38.1750,415,"RAWS","328492FA"
"3284A760","KOOMER",-83.6333,37.7689,396,"RAWS","3284A760"
"3284B416","SOMERSET",-84.6150,37.0556,283,"RAWS","3284B416"
"3284D1F0","HARDIN RIDGE",-86.4228,39.0000,229,"RAWS","3284D1F0"
"3284F71C","ODEN",-93.8061,34.6242,273,"RAWS","3284F71C"
"32850562","KIAMICHI",-94.9831,34.7558,207,"RAWS","32850562"
"32851614","BALDWIN",-85.8506,43.8933,254,"RAWS","32851614"
"328530F8","TIPSAW LAKE",-86.6250,38.1250,219,"RAWS","328530F8"
"328573F2","ENTERPRISE",-113.7172,37.5586,1628,"RAWS","328573F2"
"32859000","GREENS CROSS",-76.8917,36.0175,13,"RAWS","32859000"
"3285C07C","PINE CREEK P",-111.2008,43.5400,2207,"RAWS","3285C07C"
"3285E690","TIMBER MOUNT",-121.2981,41.6294,1512,"RAWS","3285E690"
"3285F5E6","RUTH",-123.3158,40.2506,833,"RAWS","3285F5E6"
"32864166","SAVRAW",-81.6836,33.3622,94,"RAWS","32864166"
"3286C772","DRY CRK",-121.9864,45.9444,457,"RAWS","3286C772"
"3287267A","WHITE MTN NF",-71.1406,43.9806,140,"RAWS","3287267A"
"3287350C","CANON BAER",-119.4703,38.4450,2256,"RAWS","3287350C"
"3332073C","RUTHERFORD C",-81.9394,35.4286,322,"RAWS","3332073C"
"3332144A","GLEASON",-112.6681,47.8678,1585,"RAWS","3332144A"
"33324436","STONINGTON",-86.9183,45.9017,199,"RAWS","33324436"
"3332A7C4","BUDE",-90.8467,31.4106,136,"RAWS","3332A7C4"
"3332B4B2","WINBORN",-89.3142,34.6203,152,"RAWS","3332B4B2"
"3332C222","LITTLE TUJUN",-118.3608,34.2936,424,"RAWS","3332C222"
"3332D154","VALYERMO",-117.8511,34.4456,1152,"RAWS","3332D154"
"3332E4CE","BIG PINES",-117.6919,34.3789,2108,"RAWS","3332E4CE"
"3332F7B8","CLEAR CREEK",-118.1525,34.2711,914,"RAWS","3332F7B8"
"333316B0","WITHERBEE",-79.8306,33.1597,18,"RAWS","333316B0"
"3333232A","WHITMIRE",-81.6000,34.6333,155,"RAWS","3333232A"
"333346CC","GORDON",-120.8961,40.7586,1890,"RAWS","333346CC"
"3333A53E","CIMARRON",-105.1203,36.6061,2665,"RAWS","3333A53E"
"3333B648","BLUEWATER RI",-108.1631,35.1942,2526,"RAWS","3333B648"
"3334578E","WAGONTOWN",-115.3267,43.5725,1890,"RAWS","3334578E"
"333481E6","DAVIS (BEARD",-79.4261,39.1050,1174,"RAWS","333481E6"
"3334B47C","BOONEVILLE",-93.8950,35.1428,105,"RAWS","3334B47C"
"3334C2EC","BROKEN BOW",-94.7372,34.0500,152,"RAWS","3334C2EC"
"3334D19A","GRANDFATHER",-82.0439,35.7564,488,"RAWS","3334D19A"
"3334F776","CHEOAH",-83.8167,35.3333,640,"RAWS","3334F776"
"33350508","UWHARRIE (TR",-79.8667,35.3667,165,"RAWS","33350508"
"3335167E","DAVIDSON RIV",-82.7786,35.3506,975,"RAWS","3335167E"
"333523E4","ROCK CAMP",-117.2125,34.2881,1494,"RAWS","333523E4"
"391003A0","MARION",-89.9225,31.2114,116,"RAWS","391003A0"
"391010D6","HANCOCK",-89.4133,30.6153,82,"RAWS","391010D6"
"391040AA","PIKE",-90.4781,31.1869,112,"RAWS","391040AA"
"391053DC","COVINGTON",-89.5164,31.7497,88,"RAWS","391053DC"
"39106646","LAUDERDALE",-88.4567,32.3675,67,"RAWS","39106646"
"39107530","NESHOBA",-89.0989,32.7275,169,"RAWS","39107530"
"391085B4","GREENE",-88.6075,31.1742,48,"RAWS","391085B4"
"403016B2","ALPINE",-85.3803,36.7956,260,"RAWS","403016B2"
"40302328","BIG SANDY",-82.6333,37.7500,360,"RAWS","40302328"
"4030305E","JACKSON CO A",-83.3178,37.5922,423,"RAWS","4030305E"
"403046CE","GREENVILLE",-87.2028,37.2672,168,"RAWS","403046CE"
"40705664","7 MILE RIDGE",-82.6503,35.8031,655,"RAWS","40705664"
"4070A6E0","RENDEZVOUS M",-81.2975,36.2275,727,"RAWS","4070A6E0"
"4070B596","LEXINGTON",-80.3119,35.7922,229,"RAWS","4070B596"
"407182F6","ROCKY MOUNT",-77.7986,35.9731,32,"RAWS","407182F6"
"4071A41A","BACK ISLAND",-77.7219,34.5328,6,"RAWS","4071A41A"
"4071B76C","TURNBULL CRE",-78.5817,34.6831,30,"RAWS","4071B76C"
"4071C1FC","CASWELL GAME",-79.2919,36.3856,177,"RAWS","4071C1FC"
"4071E710","BEAUFORT",-76.9314,35.5206,8,"RAWS","4071E710"
"4071F466","MT. ISLAND L",-80.9925,35.3789,152,"RAWS","4071F466"
"5210139C","ROCKY BOY",-109.7836,48.2550,1158,"RAWS","5210139C"
"52102606","FORT BELKNAP",-108.7189,48.3042,812,"RAWS","52102606"
"52103570","POPLAR",-105.0731,48.1269,739,"RAWS","52103570"
"521043E0","JETTE",-114.2347,47.7669,1097,"RAWS","521043E0"
"52105096","TEPEE CREEK",-121.0308,46.1550,908,"RAWS","52105096"
"5210650C","KRAMER",-119.5233,48.2733,829,"RAWS","5210650C"
"5210767A","HEHE 1",-121.4994,44.9558,805,"RAWS","5210767A"
"521086FE","WILDHORSE BA",-109.9083,39.5450,2515,"RAWS","521086FE"
"52109588","BEAR CREEK",-101.4767,45.0572,698,"RAWS","52109588"
"5210A012","MESA MTN",-107.7069,37.0550,2249,"RAWS","5210A012"
"5210B364","DRY LAKE",-109.8331,33.3597,2264,"RAWS","5210B364"
"5210D682","BRUSHY MOUNT",-107.8475,34.7194,2671,"RAWS","5210D682"
"5210E318","DEVILS LAKE",-98.9075,47.9853,466,"RAWS","5210E318"
"5210F06E","BADGER PEAK",-106.5008,45.6481,1323,"RAWS","5210F06E"
"52110210","BIGHORN MOUN",-107.8978,45.0958,2219,"RAWS","52110210"
"52111166","PORCUPINE",-102.2711,43.2900,1122,"RAWS","52111166"
"521124FC","PRYOR MOUNTA",-108.5019,45.3453,1885,"RAWS","521124FC"
"5211378A","ST. MARY",-113.4306,48.7375,1390,"RAWS","5211378A"
"5211411A","WOLF MOUNTAI",-107.1719,45.3131,1590,"RAWS","5211411A"
"5211526C","HOT SPRINGS",-114.6694,47.6156,902,"RAWS","5211526C"
"521167F6","MAGPIE CREEK",-101.1444,43.3181,866,"RAWS","521167F6"
"52117480","WIND RIVER",-109.1167,42.9783,2815,"RAWS","52117480"
"52118404","GOLD MOUNTAI",-118.4636,48.1806,1428,"RAWS","52118404"
"52119772","NESPELEM",-118.9631,48.1356,579,"RAWS","52119772"
"5211A2E8","METOLIUS ARM",-121.6147,44.6275,1049,"RAWS","5211A2E8"
"5211B19E","MUTTON MOUNT",-121.1978,44.9256,1250,"RAWS","5211B19E"
"5211C70E","MT. WILSON",-121.6736,45.0397,1152,"RAWS","5211C70E"
"5211D478","LIMESTONE CA",-110.2744,34.1786,2073,"RAWS","5211D478"
"5212A5E6","FRAZIER WELL",-113.0550,35.8456,2063,"RAWS","5212A5E6"
"5212B690","MESCAL",-105.8333,33.1667,1898,"RAWS","5212B690"
"5212C000","HILLTOP",-110.4200,33.6183,1743,"RAWS","5212C000"
"6000026E","LOCKS",-121.8817,45.6694,39,"RAWS","6000026E"
"60001118","CHARLOTTE RI",-123.9436,43.6692,372,"RAWS","60001118"
"60002482","CLAY CREEK",-123.5583,43.8989,344,"RAWS","60002482"
"600037F4","EAGLE CREEK",-122.3311,45.3681,228,"RAWS","600037F4"
"60004164","STAYTON",-122.8142,44.7958,112,"RAWS","60004164"
"60005212","SEVEN MILE C",-124.3175,43.2100,134,"RAWS","60005212"
"60006788","LONG PRAIRIE",-124.2233,42.9533,333,"RAWS","60006788"
"600074FE","FLYNN PRAIRI",-124.3786,42.3956,470,"RAWS","600074FE"
"6000847A","WASCO BUTTE",-121.3353,45.6167,693,"RAWS","6000847A"
"6000970C","MIDDLE MTN",-121.5969,45.5794,775,"RAWS","6000970C"
"6000A296","TUMALO RIDGE",-121.4003,44.0494,1202,"RAWS","6000A296"
"6000B1E0","BOARD HOLLOW",-120.6847,44.6039,1277,"RAWS","6000B1E0"
"6000C770","MITCHELL",-120.1806,44.5819,778,"RAWS","6000C770"
"6000D406","LAGRANDE 1",-118.0133,45.5506,938,"RAWS","6000D406"
"6000E19C","MILLER",-123.2717,46.0225,314,"RAWS","6000E19C"
"6000F2EA","SOUTH FORK",-123.4836,45.5953,688,"RAWS","6000F2EA"
"60010094","TILLAMOOK",-123.8025,45.4572,3,"RAWS","60010094"
"600113E2","ROCKHOUSE 1",-123.4694,44.9250,548,"RAWS","600113E2"
"61400010","CHILLICOTHE",-82.9850,39.3858,192,"RAWS","61400010"
"61401366","ZALESKI",-82.3850,39.2753,223,"RAWS","61401366"
"6200012A","COLORADO CIT",-104.8692,37.9478,1887,"RAWS","6200012A"
"62500568","SCHROON LAKE",-73.7000,43.8000,250,"RAWS","62500568"
"62502384","SHERBURNE",-75.5000,42.7000,335,"RAWS","62502384"
"625030F2","GANG MILLS",-77.1000,42.1000,335,"RAWS","625030F2"
"70701330","BAUDETTE",-94.6172,48.6703,339,"RAWS","70701330"
"707026AA","BEMIDJI",-94.9281,47.5033,420,"RAWS","707026AA"
"7070434C","CARLOS AVERY",-93.1011,45.3028,274,"RAWS","7070434C"
"7070503A","EFFIE",-93.6461,47.7794,408,"RAWS","7070503A"
"707065A0","HIBBING",-92.8347,47.3919,411,"RAWS","707065A0"
"707076D6","HILL CITY",-93.6042,47.0375,408,"RAWS","707076D6"
"7070A0BE","LITTLE FALLS",-94.3444,45.9514,351,"RAWS","7070A0BE"
"7070B3C8","LITTLEFORK",-93.5642,48.3894,345,"RAWS","7070B3C8"
"7070C558","MOOSE LAKE",-92.8008,46.4203,326,"RAWS","7070C558"
"7070D62E","MORA",-93.2697,45.8900,308,"RAWS","7070D62E"
"7070E3B4","ORR",-92.8572,48.0189,404,"RAWS","7070E3B4"
"7070F0C2","ROSEAU",-95.6992,48.8500,319,"RAWS","7070F0C2"
"707102BC","SAGINAW",-92.4617,46.8436,405,"RAWS","707102BC"
"837035B8","PITTSBURG LA",-116.4697,45.6381,351,"RAWS","837035B8"
"8370A0DA","BRAZORIA NWR",-95.2917,29.1417,3,"RAWS","8370A0DA"
"83712434","SASABE",-111.4500,31.6908,1067,"RAWS","83712434"
"83713742","WICHITA",-98.7458,34.7744,549,"RAWS","83713742"
"837216A0","GDR",-76.5542,36.6128,9,"RAWS","837216A0"
"8372A52E","JONES ISLAND",-82.3600,30.8289,35,"RAWS","8372A52E"
"837332B6","BANNER SUMMI",-115.2333,44.3033,2164,"RAWS","837332B6"
"8373A7D4","SAC NWR",-122.1825,39.4172,37,"RAWS","8373A7D4"
"8373B4A2","CROSBY",-104.0022,48.9681,650,"RAWS","8373B4A2"
"8373E4DE","ATTWATER NWR",-96.2597,29.6617,12,"RAWS","8373E4DE"
"83740518","CADDO LAKE",-94.1164,32.6583,61,"RAWS","83740518"
"83743082","OTHELLO",-119.3242,46.8814,261,"RAWS","83743082"
"83744612","UMATILLA",-119.5667,45.9167,82,"RAWS","83744612"
"83745564","COLVILLE",-117.7331,48.4608,614,"RAWS","83745564"
"83747388","LOWER KLAMAT",-121.7003,41.9992,1249,"RAWS","83747388"
"8374830C","KLAMATH NWR",-121.5819,42.9533,1381,"RAWS","8374830C"
"8374A5E0","RUBY VALLEY",-115.4856,40.1731,1820,"RAWS","8374A5E0"
"8374C006","SAN LUIS NWR",-120.7939,37.1822,20,"RAWS","8374C006"
"8374E6EA","SAN MIGUEL",-116.9736,32.6850,130,"RAWS","8374E6EA"
"8374F59C","RICHLAND",-119.6936,46.6944,198,"RAWS","8374F59C"
"837507E2","CORVALLIS",-123.3253,44.4183,94,"RAWS","837507E2"
"83751494","WAYAN",-111.3794,43.0497,1948,"RAWS","83751494"
"837544E8","SAN BERNARD",-95.5678,28.8647,6,"RAWS","837544E8"
"83756204","WELLPINIT -",-118.0961,47.8764,683,"RAWS","83756204"
"83757172","LOSTWOOD",-102.4000,48.6333,692,"RAWS","83757172"
"8375C2FC","FALCON LAKE",-99.1356,26.5547,67,"RAWS","8375C2FC"
"8375E410","BIG OAKS",-85.3625,38.9253,274,"RAWS","8375E410"
"8375F766","CRAB ORCHARD",-89.0028,37.6792,137,"RAWS","8375F766"
"837600EC","HORICON",-88.6086,43.5706,244,"RAWS","837600EC"
"8376139A","NECEDAH",-90.0831,44.0286,290,"RAWS","8376139A"
"83762600","DESOTO",-96.0833,41.5333,223,"RAWS","83762600"
"83763576","NEAL SMITH",-93.2583,41.5667,274,"RAWS","83763576"
"8376650A","DETROIT LAKE",-95.8464,46.8489,422,"RAWS","8376650A"
"8376767C","AGASSIZ",-95.8700,48.5000,280,"RAWS","8376767C"
"837686F8","ARROWWOOD 2",-98.8667,47.2667,463,"RAWS","837686F8"
"8376A014","TEWAUKON",-97.3750,46.0000,358,"RAWS","8376A014"
"8376C5F2","CAROLINA SAN",-80.2742,34.6619,120,"RAWS","8376C5F2"
"8376D684","ST. MARKS  (",-84.1333,30.1333,5,"RAWS","8376D684"
"8376E31E","POCOSIN LAKE",-76.5108,35.7469,2,"RAWS","8376E31E"
"8376F068","SAVANNAH NWR",-81.0833,32.1000,3,"RAWS","8376F068"
"83770216","MS SANDHILL",-88.6617,30.4528,8,"RAWS","83770216"
"83771160","BIG BRANCH N",-89.9333,30.3167,3,"RAWS","83771160"
"837724FA","LOWER SUWANN",-83.0344,29.3731,5,"RAWS","837724FA"
"8378478E","MATAGORDA IS",-96.8022,28.1228,11,"RAWS","8378478E"
"837891E6","LAKE WALES",-81.5822,27.8400,43,"RAWS","837891E6"
"8378A47C","LACASSINE",-92.8933,30.0017,2,"RAWS","8378A47C"
"8378B70A","ST. MARKS (W",-84.4242,30.0094,15,"RAWS","8378B70A"
"88400776","GILMER",-94.9447,32.7017,152,"RAWS","88400776"
"88401400","ATHENS",-95.7661,32.2211,143,"RAWS","88401400"
"8840219A","GREENVILLE",-96.1639,33.0353,136,"RAWS","8840219A"
"884032EC","GEORGE WEST",-98.1167,28.3667,66,"RAWS","884032EC"
"8840447C","PALESTINE",-95.5717,31.7425,116,"RAWS","8840447C"
"8840570A","BIRD",-98.6289,30.2625,457,"RAWS","8840570A"
"88406290","COLORADO BEN",-98.5003,31.0522,384,"RAWS","88406290"
"884071E6","TEXARKANA",-94.0456,33.3739,61,"RAWS","884071E6"
"88408162","DAYTON",-94.9314,30.1050,30,"RAWS","88408162"
"88409214","MASON",-99.1861,30.7358,446,"RAWS","88409214"
"8840A78E","POSSUM KINGD",-98.5500,32.8500,282,"RAWS","8840A78E"
"8840B4F8","MILLER CREEK",-99.4006,33.4136,407,"RAWS","8840B4F8"
"8840C268","VICTORIA",-96.9217,28.8461,7,"RAWS","8840C268"
"8840D11E","BASTROP",-97.2564,30.1742,117,"RAWS","8840D11E"
"8840E484","CLARKSVILLE",-95.1667,33.6189,146,"RAWS","8840E484"
"8840F7F2","COLEMAN",-99.6594,31.5061,443,"RAWS","8840F7F2"
"8841058C","GUADALUPE RI",-98.5053,29.8594,350,"RAWS","8841058C"
"884116FA","CEDAR HILL S",-96.9931,32.6092,158,"RAWS","884116FA"
"88413016","HENDERSON",-94.8000,32.1500,152,"RAWS","88413016"
"884155F0","KIRBYVILLE:",-93.8833,30.4333,91,"RAWS","884155F0"
"8841731C","BARNHART",-101.1578,30.9856,781,"RAWS","8841731C"
"88418398","TEMPLE",-97.3469,31.0564,175,"RAWS","88418398"
"884190EE","MCGREGOR",-97.4128,31.3839,194,"RAWS","884190EE"
"8841A574","WOODVILLE",-94.4000,30.7500,116,"RAWS","8841A574"
"8841B602","FORT DAVIS",-103.8867,30.6006,1452,"RAWS","8841B602"
"8841D3E4","HAMBY",-99.6167,32.5000,579,"RAWS","8841D3E4"
"8841E67E","CAPROCK",-101.0492,34.4106,781,"RAWS","8841E67E"
"900000EC","LOGAN",-81.9144,37.8550,503,"RAWS","900000EC"
"CA20302E","QUARTZ HILL",-122.9328,41.5997,1292,"RAWS","CA20302E"
"CA2046BE","BRAZIE RANCH",-122.5942,41.6853,914,"RAWS","CA2046BE"
"CA2055C8","WEED AIRPORT",-122.4581,41.4789,893,"RAWS","CA2055C8"
"CA207324","DEVILS GARDE",-120.6681,41.5219,1531,"RAWS","CA207324"
"CA2083A0","ROUND MOUNTA",-121.4583,41.4200,1603,"RAWS","CA2083A0"
"CA2090D6","GRASSHOPPER",-120.7783,40.7800,1844,"RAWS","CA2090D6"
"CA20A54C","WESTWOOD",-120.8917,40.2989,1768,"RAWS","CA20A54C"
"CA20B63A","SOLDIER MTN",-121.5814,40.9264,1131,"RAWS","CA20B63A"
"CA20D3DC","TRINITY CAMP",-122.8331,40.6789,640,"RAWS","CA20D3DC"
"CA20F530","LASSEN LODGE",-121.7194,40.3431,1219,"RAWS","CA20F530"
"CA21074E","CORNING",-122.1697,39.9389,90,"RAWS","CA21074E"
"CA211438","THOMES CREEK",-122.6097,39.8558,317,"RAWS","CA211438"
"CA2132D4","CARPENTER RI",-121.5825,40.0686,1467,"RAWS","CA2132D4"
"CA214444","COHASSET",-121.7697,39.8700,509,"RAWS","CA214444"
"CA2162A8","BANGOR",-121.3833,39.3817,256,"RAWS","CA2162A8"
"CA2171DE","READER RANCH",-121.1172,39.3036,617,"RAWS","CA2171DE"
"CA21815A","SECRET TOWN",-120.8833,39.1844,829,"RAWS","CA21815A"
"CA21922C","LINCOLN",-121.2683,38.8825,61,"RAWS","CA21922C"
"CA21B4C0","BEN BOLT",-120.9297,38.6014,457,"RAWS","CA21B4C0"
"CA21C250","MOUNT ZION",-120.6511,38.3894,902,"RAWS","CA21C250"
"CA21D126","PILOT HILL",-121.0117,38.8317,366,"RAWS","CA21D126"
"CA21E4BC","GREEN SPRING",-120.4967,37.8331,311,"RAWS","CA21E4BC"
"CA21F7CA","ESPERANZA",-120.5144,38.2431,766,"RAWS","CA21F7CA"
"CA221336","SANTA ROSA",-122.7119,38.4789,171,"RAWS","CA221336"
"CA2226AC","METCALF GAP",-119.7669,37.4097,1006,"RAWS","CA2226AC"
"CA2235DA","MARIPOSA",-119.9850,37.5011,693,"RAWS","CA2235DA"
"CA22503C","FANCHER CREE",-119.4669,36.8842,280,"RAWS","CA22503C"
"CA2265A6","PANOCHE ROAD",-120.6383,36.6300,152,"RAWS","CA2265A6"
"CA228654","SHADEQUARTER",-118.9556,36.5672,1240,"RAWS","CA228654"
"CA229522","FOUNTAIN SPR",-118.9150,35.9422,64,"RAWS","CA229522"
"CA22B3CE","LA HONDA",-122.2539,37.3053,130,"RAWS","CA22B3CE"
"CA22C55E","BEN LOMOND",-122.1700,37.1317,802,"RAWS","CA22C55E"
"CA22D628","CORRALITOS",-121.7978,36.9939,137,"RAWS","CA22D628"
"CA2302BA","DIABLO GRAND",-121.2939,37.3292,564,"RAWS","CA2302BA"
"CA2311CC","LOS BANOS",-121.0389,37.0519,107,"RAWS","CA2311CC"
"CA233720","HASTINGS",-121.5514,36.3889,556,"RAWS","CA233720"
"CA2341B0","HERNANDEZ",-120.8539,36.3831,1144,"RAWS","CA2341B0"
"CA2352C6","PARKFIELD",-120.4319,35.8989,468,"RAWS","CA2352C6"
"CA23742A","LAS TABLAS",-120.9150,35.6506,396,"RAWS","CA23742A"
"CA2384AE","ARROYO GRAND",-120.4317,35.1919,187,"RAWS","CA2384AE"
"CA2397D8","LA PANZA",-120.1875,35.3811,497,"RAWS","CA2397D8"
"CA256792","SHAVER",-119.2550,37.1353,1768,"RAWS","CA256792"
"CA2574E4","HURLEY",-119.5678,37.0153,374,"RAWS","CA2574E4"
"CA258460","MILO",-118.8706,36.2319,610,"RAWS","CA258460"
"CA25A28C","BRADLEY",-120.8000,35.8644,165,"RAWS","CA25A28C"
"CA25B1FA","HOLLISTER",-121.3622,36.8422,129,"RAWS","CA25B1FA"
"CA264670","BEAUMONT",-116.9397,33.9306,817,"RAWS","CA264670"
"CA28E2E0","WOODACRE",-122.6447,37.9906,427,"RAWS","CA28E2E0"
"CA28F196","BIG ROCK",-122.5700,38.0394,457,"RAWS","CA28F196"
"CA297578","WHITAKER PEA",-118.7403,34.5686,1256,"RAWS","CA297578"
"CA2AC1F8","EEL RIVER CA",-123.8236,40.1383,143,"RAWS","CA2AC1F8"
"CA2AE714","REDDING",-122.2906,40.5158,152,"RAWS","CA2AE714"
"CA2B4516","JARBO GAP",-121.4889,39.7358,759,"RAWS","CA2B4516"
"CA2BB592","MCGUIRES",-123.5961,39.3522,317,"RAWS","CA2BB592"
"CA2BC302","LAYTONVILLE",-123.4850,39.7022,560,"RAWS","CA2BC302"
"CA2BE5EE","KONOCTI",-122.7064,38.9119,659,"RAWS","CA2BE5EE"
"CA4092E4","POVERTY",-121.7706,37.4431,630,"RAWS","CA4092E4"
"CA40A77E","SPRING VALLE",-122.4364,37.5625,328,"RAWS","CA40A77E"
"CA40B408","MALLORY RIDG",-121.7789,37.8172,622,"RAWS","CA40B408"
"CA414676","BRIONES",-122.1178,37.9442,442,"RAWS","CA414676"
"CA415500","LAS TRAMPAS",-122.0669,37.8339,536,"RAWS","CA415500"
"CA41609A","ROSE PEAK",-121.7356,37.5019,933,"RAWS","CA41609A"
"CA4173EC","MALIBU HILLS",-118.6333,34.0583,480,"RAWS","CA4173EC"
"CA418368","SAUGUS",-118.5250,34.4250,442,"RAWS","CA418368"
